what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.dltk.ruby.core,1.0.0.v20090613-1432,"org.eclipse.dltk.ruby.core",1306307358441
started,bundle,org.python.pydev.customizations,1.6.5.2011020317,"org.python.pydev.customizations",1306307358548
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1306307358604
error,log,,,"No python nature for project: checkpoint_android_app",1306307358686
error,log,,,"No python nature for project: checkpoint_android_app",1306307358694
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307358832
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307360982
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1306307364499
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1306307366182
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1306307368515
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307378830
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307382109
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1306307391599
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1306307397842
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306307397855
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1306307400845
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1306307400953
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1306307404097
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1306307405197
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.VariableView",1306307409300
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1306307416488
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1306307416623
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1306307417619
opened,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306307417935
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1306307425419
activated,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306307425424
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306307429445
closed,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306307429445
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307432462
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307433273
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307451663
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307470702
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306307481750
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306307491476
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307491825
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307493793
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306307506073
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307506428
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307508998
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307510050
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307510901
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307511599
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307514232
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1306307515881
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1306307519534
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1306307527541
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306307527556
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1306307529737
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1306307529866
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1306307532725
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1306307533333
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1306307534135
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1306307535285
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1306307537959
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1306307539961
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1306307540354
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307544200
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307544988
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1306307548018
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307549711
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307553033
opened,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306307553147
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1306307553171
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1306307560171
closed,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306307560245
opened,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306307561690
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1306307561713
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1306307565762
closed,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306307565838
opened,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306307567097
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1306307567122
closed,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1306307577266
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1306307579131
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306307579146
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1306307583482
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1306307585179
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1306307591407
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1306307601627
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1306307609069
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307633690
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307664756
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307666971
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307679696
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307682453
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307727069
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306307752756
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306307760099
